alpha,G,S,N,file,rl_shifters,rl_time_s
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03806.txt,43,0.261199
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03807.txt,33,0.20381
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03808.txt,32,0.199666
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03809.txt,43,0.25218
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03810.txt,48,0.276098
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03811.txt,52,0.297388
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03812.txt,51,0.289628
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03813.txt,43,0.246999
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03814.txt,45,0.257677
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03815.txt,34,0.205061
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03816.txt,45,0.270998
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03817.txt,38,0.233533
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03818.txt,31,0.19601
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03819.txt,39,0.226975
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03820.txt,41,0.240346
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03821.txt,38,0.221253
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03822.txt,28,0.1801
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03823.txt,26,0.160814
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03824.txt,55,0.317191
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03825.txt,26,0.175236
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03826.txt,38,0.229808
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03827.txt,42,0.258695
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03828.txt,36,0.213035
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03829.txt,57,0.325211
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03830.txt,41,0.2499
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03831.txt,34,0.220484
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03832.txt,45,0.262255
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03833.txt,37,0.216175
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03834.txt,48,0.283359
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03835.txt,40,0.249802
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03836.txt,37,0.224255
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03837.txt,39,0.219819
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03838.txt,38,0.216446
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03839.txt,35,0.210402
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03840.txt,42,0.249835
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03841.txt,37,0.2193
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03842.txt,44,0.25266
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03843.txt,32,0.212835
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03844.txt,33,0.200104
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03845.txt,38,0.234035
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03846.txt,43,0.263678
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03847.txt,40,0.233123
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03848.txt,52,0.296233
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03849.txt,44,0.257332
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03850.txt,34,0.214837
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03851.txt,49,0.289484
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03852.txt,26,0.170963
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03853.txt,36,0.210436
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03854.txt,33,0.200501
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03855.txt,35,0.208045
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03856.txt,36,0.219706
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03857.txt,32,0.188084
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03858.txt,42,0.235184
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03859.txt,41,0.244577
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03860.txt,42,0.247871
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03861.txt,44,0.266124
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03862.txt,50,0.305362
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03863.txt,43,0.287833
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03864.txt,40,0.26803
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03865.txt,42,0.28723
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03866.txt,50,0.30186
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03867.txt,40,0.24666
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03868.txt,38,0.232054
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03869.txt,51,0.280244
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03870.txt,36,0.227944
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03871.txt,49,0.287634
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03872.txt,43,0.247754
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03873.txt,34,0.211293
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03874.txt,44,0.253234
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03875.txt,46,0.255195
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03876.txt,44,0.243894
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03877.txt,42,0.240587
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03878.txt,36,0.249707
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03879.txt,46,0.301188
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03880.txt,33,0.237118
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03881.txt,40,0.290448
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03882.txt,42,0.268136
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03883.txt,43,0.26033
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03884.txt,37,0.219778
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03885.txt,40,0.243815
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03886.txt,37,0.215286
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03887.txt,39,0.234857
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03888.txt,33,0.218873
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03889.txt,49,0.288605
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03890.txt,37,0.217786
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03891.txt,46,0.260783
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03892.txt,41,0.245067
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03893.txt,45,0.259946
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03894.txt,47,0.272387
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03895.txt,36,0.210572
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03896.txt,34,0.207521
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03897.txt,43,0.259864
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03898.txt,34,0.214467
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03899.txt,39,0.229938
0.8,6,7,37,benchmark/dup_dataset/alpha=0.8/6-7-37/03900.txt,40,0.233693
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03901.txt,45,0.268902
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03902.txt,53,0.290967
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03903.txt,46,0.272757
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03904.txt,47,0.27377
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03905.txt,34,0.207244
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03906.txt,35,0.214583
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03907.txt,36,0.223212
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03908.txt,36,0.214836
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03909.txt,38,0.226265
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03910.txt,51,0.27864
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03911.txt,38,0.236873
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03912.txt,42,0.249972
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03913.txt,38,0.224798
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03914.txt,43,0.274015
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03915.txt,50,0.289438
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03916.txt,42,0.24573
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03917.txt,42,0.250855
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03918.txt,43,0.262314
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03919.txt,52,0.286116
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03920.txt,48,0.268903
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03921.txt,61,0.344658
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03922.txt,43,0.262102
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03923.txt,31,0.193823
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03924.txt,43,0.253489
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03925.txt,39,0.220688
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03926.txt,41,0.249782
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03927.txt,29,0.17919
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03928.txt,44,0.259372
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03929.txt,29,0.185674
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03930.txt,39,0.231031
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03931.txt,38,0.238604
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03932.txt,48,0.279856
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03933.txt,32,0.202737
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03934.txt,39,0.244351
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03935.txt,36,0.253347
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03936.txt,32,0.214201
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03937.txt,40,0.275023
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03938.txt,47,0.319767
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03939.txt,54,0.354323
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03940.txt,52,0.344011
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03941.txt,36,0.215383
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03942.txt,51,0.32156
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03943.txt,2,0.014266
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03944.txt,48,0.322872
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03945.txt,52,0.344372
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03946.txt,40,0.254247
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03947.txt,37,0.224911
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03948.txt,42,0.244497
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03949.txt,35,0.213876
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03950.txt,52,0.315693
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03951.txt,41,0.300025
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03952.txt,49,0.326619
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03953.txt,50,0.313578
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03954.txt,35,0.237874
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03955.txt,42,0.277409
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03956.txt,34,0.237116
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03957.txt,54,0.348722
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03958.txt,51,0.343159
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03959.txt,45,0.291485
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03960.txt,40,0.27345
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03961.txt,54,0.359913
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03962.txt,62,0.382383
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03963.txt,39,0.263591
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03964.txt,39,0.273009
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03965.txt,46,0.296652
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03966.txt,49,0.324128
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03967.txt,61,0.398809
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03968.txt,42,0.282985
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03969.txt,33,0.218924
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03970.txt,54,0.346325
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03971.txt,47,0.296101
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03972.txt,42,0.277368
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03973.txt,36,0.255308
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03974.txt,45,0.304619
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03975.txt,42,0.253842
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03976.txt,34,0.205734
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03977.txt,28,0.183125
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03978.txt,47,0.277739
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03979.txt,41,0.255704
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03980.txt,60,0.328799
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03981.txt,48,0.294653
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03982.txt,45,0.306581
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03983.txt,52,0.322402
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03984.txt,58,0.366617
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03985.txt,40,0.263879
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03986.txt,45,0.295922
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03987.txt,55,0.34331
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03988.txt,55,0.357426
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03989.txt,39,0.243671
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03990.txt,52,0.329506
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03991.txt,46,0.312116
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03992.txt,39,0.273198
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03993.txt,37,0.239131
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03994.txt,40,0.236509
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03995.txt,38,0.223897
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03996.txt,38,0.234856
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03997.txt,44,0.254288
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03998.txt,38,0.255357
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/03999.txt,32,0.23537
0.8,6,7,38,benchmark/dup_dataset/alpha=0.8/6-7-38/04000.txt,39,0.269138
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04001.txt,44,0.28648
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04002.txt,35,0.237639
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04003.txt,37,0.25331
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04004.txt,49,0.326125
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04005.txt,41,0.269077
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04006.txt,28,0.210774
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04007.txt,31,0.209915
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04008.txt,35,0.246757
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04009.txt,36,0.216413
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04010.txt,44,0.27215
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04011.txt,53,0.303033
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04012.txt,40,0.241718
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04013.txt,33,0.213379
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04014.txt,51,0.296582
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04015.txt,36,0.219375
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04016.txt,42,0.260434
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04017.txt,44,0.261416
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04018.txt,48,0.301932
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04019.txt,37,0.233065
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04020.txt,32,0.214841
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04021.txt,42,0.266282
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04022.txt,36,0.219634
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04023.txt,31,0.192664
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04024.txt,37,0.215591
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04025.txt,39,0.240585
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04026.txt,45,0.26621
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04027.txt,39,0.239282
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04028.txt,36,0.23452
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04029.txt,40,0.238749
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04030.txt,48,0.280221
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04031.txt,44,0.24948
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04032.txt,36,0.209264
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04033.txt,42,0.251552
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04034.txt,40,0.23884
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04035.txt,47,0.279943
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04036.txt,48,0.27389
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04037.txt,44,0.243473
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04038.txt,41,0.244062
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04039.txt,46,0.268284
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04040.txt,45,0.257673
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04041.txt,40,0.242729
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04042.txt,46,0.266243
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04043.txt,40,0.229393
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04044.txt,37,0.226573
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04045.txt,45,0.262117
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04046.txt,43,0.257361
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04047.txt,54,0.305443
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04048.txt,43,0.251089
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04049.txt,40,0.23875
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04050.txt,38,0.242655
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04051.txt,43,0.261036
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04052.txt,53,0.295824
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04053.txt,53,0.306057
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04054.txt,46,0.273417
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04055.txt,58,0.332681
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04056.txt,58,0.300977
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04057.txt,41,0.247329
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04058.txt,48,0.315028
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04059.txt,46,0.324797
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04060.txt,36,0.24109
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04061.txt,6,0.037069
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04062.txt,39,0.263885
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04063.txt,49,0.331279
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04064.txt,49,0.323477
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04065.txt,47,0.269927
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04066.txt,32,0.217752
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04067.txt,56,0.362594
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04068.txt,40,0.26092
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04069.txt,36,0.231631
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04070.txt,42,0.277351
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04071.txt,35,0.226677
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04072.txt,33,0.20802
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04073.txt,39,0.24638
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04074.txt,40,0.285971
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04075.txt,34,0.246279
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04076.txt,35,0.238594
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04077.txt,62,0.393476
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04078.txt,39,0.258294
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04079.txt,36,0.244413
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04080.txt,52,0.35781
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04081.txt,7,0.041609
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04082.txt,45,0.253921
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04083.txt,41,0.245108
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04084.txt,39,0.235765
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04085.txt,41,0.245648
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04086.txt,54,0.301184
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04087.txt,37,0.22701
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04088.txt,49,0.291348
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04089.txt,47,0.273448
0.8,6,7,39,benchmark/dup_dataset/alpha=0.8/6-7-39/04090.txt,37,0.238041
