alpha,G,S,N,file,rl_shifters,rl_time_s
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01201.txt,24,0.159807
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01202.txt,28,0.182773
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01203.txt,25,0.171031
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01204.txt,35,0.224595
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01205.txt,35,0.220405
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01206.txt,33,0.198948
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01207.txt,28,0.184928
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01208.txt,25,0.159423
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01209.txt,31,0.180796
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01210.txt,32,0.189139
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01211.txt,49,0.272768
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01212.txt,39,0.216611
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01213.txt,31,0.182804
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01214.txt,24,0.144193
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01215.txt,42,0.232474
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01216.txt,26,0.162161
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01217.txt,36,0.203847
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01218.txt,25,0.162571
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01219.txt,34,0.208543
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01220.txt,38,0.213347
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01221.txt,23,0.135372
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01222.txt,33,0.201121
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01223.txt,28,0.166847
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01224.txt,23,0.136073
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01225.txt,16,0.105848
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01226.txt,36,0.205633
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01227.txt,28,0.173738
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01228.txt,35,0.238262
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01229.txt,28,0.199345
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01230.txt,24,0.161591
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01231.txt,36,0.250894
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01232.txt,41,0.269549
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01233.txt,37,0.25259
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01234.txt,31,0.211213
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01235.txt,34,0.215314
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01236.txt,30,0.18801
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01237.txt,36,0.241263
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01238.txt,42,0.281188
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01239.txt,30,0.212439
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01240.txt,25,0.191501
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01241.txt,15,0.125503
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01242.txt,31,0.202254
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01243.txt,47,0.300577
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01244.txt,38,0.242662
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01245.txt,38,0.257624
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01246.txt,37,0.238492
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01247.txt,24,0.180513
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01248.txt,36,0.238119
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01249.txt,30,0.218872
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01250.txt,41,0.279176
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01251.txt,36,0.254336
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01252.txt,33,0.2264
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01253.txt,34,0.219886
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01254.txt,30,0.207901
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01255.txt,23,0.163484
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01256.txt,28,0.194568
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01257.txt,33,0.215031
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01258.txt,40,0.270458
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01259.txt,25,0.184257
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01260.txt,27,0.189144
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01261.txt,37,0.243652
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01262.txt,34,0.229576
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01263.txt,33,0.215355
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01264.txt,22,0.162051
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01265.txt,34,0.23379
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01266.txt,39,0.258398
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01267.txt,24,0.170729
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01268.txt,22,0.156785
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01269.txt,37,0.242837
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01270.txt,30,0.193253
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01271.txt,38,0.251957
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01272.txt,41,0.270173
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01273.txt,32,0.212496
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01274.txt,35,0.22028
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01275.txt,24,0.162519
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01276.txt,29,0.206673
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01277.txt,24,0.174532
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01278.txt,34,0.227447
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01279.txt,28,0.18783
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01280.txt,31,0.19462
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01281.txt,40,0.23234
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01282.txt,37,0.215632
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01283.txt,24,0.144389
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01284.txt,39,0.223531
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01285.txt,29,0.175446
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01286.txt,18,0.123188
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01287.txt,27,0.166783
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01288.txt,23,0.147464
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01289.txt,32,0.182974
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01290.txt,25,0.156422
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01291.txt,24,0.139875
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01292.txt,50,0.281153
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01293.txt,31,0.18664
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01294.txt,44,0.247564
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01295.txt,26,0.160656
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01296.txt,26,0.160275
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01297.txt,25,0.155502
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01298.txt,33,0.197607
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01299.txt,29,0.184532
0.8,6,6,30,benchmark/dup_dataset/alpha=0.8/6-6-30/01300.txt,38,0.214383
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01301.txt,27,0.17307
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01302.txt,31,0.190124
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01303.txt,38,0.224834
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01304.txt,25,0.148577
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01305.txt,25,0.155869
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01306.txt,45,0.262577
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01307.txt,39,0.221955
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01308.txt,35,0.183253
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01309.txt,38,0.214647
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01310.txt,41,0.232644
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01311.txt,31,0.199473
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01312.txt,32,0.187088
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01313.txt,34,0.185911
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01314.txt,48,0.274735
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01315.txt,40,0.223484
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01316.txt,44,0.239718
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01317.txt,32,0.182983
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01318.txt,32,0.194508
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01319.txt,28,0.15904
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01320.txt,36,0.209068
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01321.txt,44,0.256795
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01322.txt,46,0.248954
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01323.txt,32,0.194743
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01324.txt,30,0.171406
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01325.txt,33,0.18316
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01326.txt,25,0.174912
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01327.txt,23,0.170053
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01328.txt,40,0.255379
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01329.txt,22,0.161692
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01330.txt,35,0.234064
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01331.txt,28,0.211029
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01332.txt,37,0.244299
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01333.txt,25,0.193163
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01334.txt,31,0.215765
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01335.txt,35,0.220201
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01336.txt,36,0.25943
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01337.txt,29,0.206631
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01338.txt,26,0.183712
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01339.txt,28,0.181186
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01340.txt,24,0.185615
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01341.txt,32,0.216325
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01342.txt,34,0.244091
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01343.txt,35,0.238983
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01344.txt,37,0.246588
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01345.txt,34,0.22936
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01346.txt,38,0.251579
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01347.txt,44,0.287303
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01348.txt,32,0.226418
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01349.txt,33,0.228326
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01350.txt,38,0.252023
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01351.txt,34,0.216273
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01352.txt,34,0.229471
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01353.txt,40,0.270044
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01354.txt,29,0.207825
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01355.txt,28,0.193891
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01356.txt,33,0.235781
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01357.txt,42,0.269534
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01358.txt,32,0.230321
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01359.txt,19,0.131436
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01360.txt,36,0.218744
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01361.txt,39,0.222821
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01362.txt,23,0.144519
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01363.txt,49,0.274395
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01364.txt,37,0.210939
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01365.txt,35,0.209892
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01366.txt,28,0.164383
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01367.txt,29,0.17531
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01368.txt,28,0.179508
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01369.txt,34,0.195602
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01370.txt,32,0.187014
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01371.txt,32,0.198833
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01372.txt,31,0.190973
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01373.txt,37,0.206005
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01374.txt,40,0.235081
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01375.txt,30,0.186471
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01376.txt,29,0.163216
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01377.txt,43,0.244
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01378.txt,30,0.184815
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01379.txt,35,0.214457
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01380.txt,31,0.17889
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01381.txt,44,0.238785
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01382.txt,26,0.167364
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01383.txt,37,0.207573
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01384.txt,34,0.197052
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01385.txt,47,0.244217
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01386.txt,30,0.18216
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01387.txt,23,0.151299
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01388.txt,33,0.186743
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01389.txt,44,0.238403
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01390.txt,33,0.201677
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01391.txt,39,0.228322
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01392.txt,32,0.185458
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01393.txt,31,0.178916
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01394.txt,38,0.219553
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01395.txt,26,0.166354
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01396.txt,39,0.220489
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01397.txt,33,0.186986
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01398.txt,38,0.214209
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01399.txt,24,0.140941
0.8,6,6,31,benchmark/dup_dataset/alpha=0.8/6-6-31/01400.txt,31,0.188083
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01401.txt,32,0.190601
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01402.txt,42,0.253426
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01403.txt,45,0.263781
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01404.txt,40,0.233846
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01405.txt,37,0.213184
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01406.txt,31,0.180291
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01407.txt,38,0.197315
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01408.txt,36,0.217428
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01409.txt,43,0.252987
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01410.txt,34,0.197134
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01411.txt,27,0.160397
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01412.txt,37,0.214374
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01413.txt,33,0.187533
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01414.txt,32,0.191412
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01415.txt,38,0.227549
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01416.txt,31,0.189981
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01417.txt,48,0.3156
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01418.txt,31,0.211716
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01419.txt,47,0.305593
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01420.txt,39,0.265719
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01421.txt,37,0.252627
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01422.txt,35,0.234191
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01423.txt,26,0.202845
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01424.txt,44,0.292923
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01425.txt,23,0.157785
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01426.txt,34,0.211634
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01427.txt,27,0.189602
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01428.txt,30,0.2019
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01429.txt,40,0.269056
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01430.txt,34,0.234327
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01431.txt,45,0.286624
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01432.txt,39,0.245664
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01433.txt,31,0.215627
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01434.txt,41,0.271202
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01435.txt,51,0.324168
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01436.txt,32,0.224188
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01437.txt,37,0.246476
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01438.txt,29,0.196028
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01439.txt,35,0.244069
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01440.txt,48,0.304123
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01441.txt,34,0.197431
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01442.txt,30,0.221138
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01443.txt,48,0.305933
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01444.txt,30,0.185393
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01445.txt,22,0.128528
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01446.txt,38,0.213441
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01447.txt,36,0.20141
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01448.txt,32,0.187295
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01449.txt,37,0.202574
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01450.txt,24,0.15134
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01451.txt,31,0.19039
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01452.txt,35,0.20164
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01453.txt,40,0.236172
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01454.txt,36,0.201422
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01455.txt,35,0.200242
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01456.txt,30,0.178444
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01457.txt,39,0.224748
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01458.txt,43,0.236331
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01459.txt,43,0.248863
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01460.txt,26,0.162618
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01461.txt,35,0.208788
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01462.txt,28,0.158962
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01463.txt,39,0.217892
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01464.txt,45,0.244563
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01465.txt,36,0.199888
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01466.txt,37,0.210571
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01467.txt,31,0.203409
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01468.txt,34,0.237133
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01469.txt,40,0.262305
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01470.txt,31,0.22535
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01471.txt,44,0.293333
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01472.txt,30,0.20301
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01473.txt,30,0.207204
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01474.txt,35,0.242489
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01475.txt,52,0.328131
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01476.txt,20,0.143856
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01477.txt,30,0.22039
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01478.txt,33,0.212434
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01479.txt,40,0.265611
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01480.txt,39,0.225535
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01481.txt,29,0.175291
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01482.txt,52,0.282304
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01483.txt,25,0.152028
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01484.txt,26,0.155837
0.8,6,6,32,benchmark/dup_dataset/alpha=0.8/6-6-32/01485.txt,32,0.175977
